price_15;price_25;Marcas;Crystal (Linha);Sim;Tizen;Amazon Prime Video;Globoplay;Netflix;Youtube;Acesso Internet;Assistente Pessoal;Controle com Comando de Voz;Grava Programacao;HDR;Conversor Digital Integrado e Interativo (DTVi);LED;Tamanho da Tela;4K;Frequencia_Nativa;Bluetooth;Tecnologia DLNA;Wi-Fi integrado;Espelhamento de Tela;HDMI;LAN (Rede);USB;3 HDMI;Altura com base;Altura sem base;Largura;Profundidade com base;Profundidade sem base;ThinQ AI (Linha);WebOS;Conversor Digital Integrado;Facebook;OLED;Design da Tela;4 HDMI;Linha;Android;Controle por Smartphone;Android TV (Linha);Controle com Função Mouse;Função Estádio;Nano Cristal;IPS (In Plane Switching);2 HDMI;Picture in Picture(PiP);QLED;Frequência Máxima;ConnectShare;Slim;Saphi;Disney Plus;Tela Plana;Neo QLED;Roku;Sistema Operacional;The Frame (Linha);One Connect;PC;Série 6600 (Linha);VA (Vertically Aligned);Suporte para Controle por Movimento;Q80 (Linha);HDMI 2,1;HDMI 2,0;Série 6 (Linha);Ultra Slim;The Sero (Linha);Linux;Cartão de Memória;Vidaa;Fone de Ouvido P2;The Serif (Linha);NFC;Full HD;HD;Suporte para Wi-Fi;8K;LCD;Super Slim;Spotify;Série 5100 (Linha);Potência (RMS);Série 3000 (Linha);Smart TV;1 HDMI;Resolução de Imagem;Aquos (Linha)
3609,52;3529;LG (Marca);0;1;0;1;1;1;1;1;1;1;0;1;0;0;55;1;60;0;0;1;1;1;0;1;0;78,1;71,6;123,3;25,7;4,42;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4654,52;4771,98;LG (Marca);0;1;0;1;0;1;0;1;1;1;0;1;0;0;65;1;60;1;0;1;1;1;0;1;1;90;83,8;145,4;27,1;5,84;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5224,05;4472,61;LG (Marca);0;1;0;1;1;1;1;1;1;1;0;1;0;0;65;1;60;0;0;1;1;1;0;1;0;90,6;83,9;145,2;29,5;4,43;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;8517,54;LG (Marca);0;1;0;0;0;1;1;1;1;1;1;1;0;0;65;0;60;1;0;1;0;1;0;1;0;91,6;84;145,4;31,5;68,9;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
5449;4724;LG (Marca);0;1;0;1;1;1;1;1;1;0;0;1;0;0;48;1;120;0;0;1;1;1;0;1;0;65;61,8;107,1;25,1;4,69;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016,99;4943,27;LG (Marca);0;1;0;1;1;1;1;1;1;0;0;1;0;0;55;1;120;0;0;1;1;1;0;1;0;73,8;70,6;122,8;25,1;4,66;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6999;;LG (Marca);0;1;0;1;0;1;1;1;1;1;0;1;1;0;55;1;120;1;0;1;1;1;1;1;0;73,8;70,6;122,8;25,1;46,9;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4599;3999,49;LG (Marca);0;1;0;1;0;1;1;1;1;1;0;0;0;0;55;1;60;1;0;1;1;1;0;1;1;0;0;135,3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;2618,03;LG (Marca);0;1;0;1;1;1;1;1;1;1;0;1;1;1;50;1;60;1;0;1;1;1;1;1;0;71,9;0;113;23,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1674,45;1931,93;LG (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;0;60;0;0;0;0;1;0;1;0;51,8;0;81,8;14,3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1519,9;1584,49;Multilaser (Marca);0;1;0;1;0;1;1;1;0;0;0;0;0;0;32;0;0;0;0;0;0;1;1;1;0;0;0;81;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
1775,55;1742,37;Multilaser (Marca);0;1;0;0;0;1;1;1;0;0;0;0;0;0;43;0;60;0;0;1;0;1;0;1;1;62,6;0;97,1;25,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
1473,14;1524,5;Multilaser (Marca);0;1;0;1;0;1;1;1;0;0;0;0;0;1;32;0;0;0;0;1;0;1;1;1;1;0;0;74,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1683,57;1554,52;Multilaser (Marca);0;1;0;0;0;1;1;1;0;0;0;0;0;1;32;0;60;0;0;1;0;1;1;1;1;46,3;0;74,5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1799,98;1624,95;Multilaser (Marca);0;1;0;1;0;1;1;1;0;0;0;0;1;1;40;0;60;0;0;1;0;1;1;1;0;0;0;90,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1907,45;1898,85;Multilaser (Marca);0;1;0;0;0;1;1;0;0;0;0;0;0;1;43;0;0;0;0;1;0;1;1;1;1;56;0;97;9,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2685,82;2481,29;Multilaser (Marca);0;1;0;1;0;1;1;0;0;0;0;0;0;1;50;1;60;0;0;1;0;1;1;1;1;0;0;27,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2469,25;2531,74;Multilaser (Marca);0;1;0;1;0;1;1;0;0;0;0;0;0;1;50;1;60;0;0;1;0;1;1;1;1;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;1061,78;Multilaser (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
;812,86;Multilaser (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
;1192,94;Multilaser (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
;1098,94;Multilaser (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;0;1;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1869,2;1822,7;Multilaser (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;1538,26;Multilaser (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;39;0;60;0;0;0;0;1;0;1;0;0;0;88,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1522,18;1491,97;Panasonic (Marca);0;1;0;0;0;1;1;1;0;0;0;0;1;1;32;0;60;0;0;1;0;1;1;1;0;47,9;43,2;73,2;17,5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1866,02;1855,2;Panasonic (Marca);0;1;0;0;0;1;1;0;0;0;0;0;0;1;40;0;60;0;0;1;1;1;1;1;0;56,8;52,3;90,6;21,5;8,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;1999,99;Panasonic (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;40;0;60;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3520,8;3278,64;Panasonic (Marca);0;1;0;1;1;1;1;1;0;1;0;1;0;1;50;1;60;1;0;1;0;1;1;1;1;70,4;64,9;112,1;24,7;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3286,05;;Panasonic (Marca);0;1;0;0;0;1;1;0;0;0;0;0;0;1;55;1;60;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4499;5399,1;Panasonic (Marca);0;1;0;0;0;1;1;1;0;0;0;1;0;1;65;1;60;0;0;1;0;1;0;1;1;90,4;84,3;146;24,8;8,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1079;1088,9;Philco (Marca);0;1;0;0;0;1;1;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1498,9;1498,9;Philco (Marca);0;1;0;1;1;0;1;1;0;0;0;1;0;1;32;0;60;0;0;1;0;1;0;1;0;0;42,4;72;0;8,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1399;1344,45;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;32;0;60;0;0;1;1;1;1;1;0;0;0;77;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1399,99;1449,49;Philco (Marca);0;1;0;0;1;1;1;1;0;0;0;0;0;1;32;0;60;0;0;1;1;1;1;1;0;48;0;73;7,8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1813,4;1637,91;Philco (Marca);0;1;0;0;0;1;1;1;0;0;0;0;0;1;32;0;60;0;0;0;0;1;0;1;0;0;0;72,4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2324,07;1599,45;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;32;0;60;0;0;1;1;1;1;1;0;0;0;72,5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1682,04;1487,05;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;32;0;60;0;0;1;1;1;0;1;0;64,3;0;1,11;8,9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2087,9;2087,9;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;39;0;60;0;0;1;0;1;1;1;0;62,5;0;98,2;14,5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1699;1699,99;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;39;0;60;0;0;1;1;1;1;1;0;0;51,6;88,5;0;8,6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1723,12;1699;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;1;1;39;0;60;0;0;1;0;1;1;1;0;51,6;0;88,5;22,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2230,9;1699;Philco (Marca);0;1;0;0;0;0;0;1;0;0;0;0;0;1;40;0;60;0;0;1;0;1;1;1;0;58,7;54,4;92,9;23;8;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1899,49;1899;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;40;0;60;0;0;1;1;1;1;1;1;0;0;89,7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1999,9;2538,49;Philco (Marca);0;1;0;1;1;1;0;1;0;0;0;0;0;1;40;0;60;0;0;1;0;1;1;1;0;0;0;89,6;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2285,9;2285,9;Philco (Marca);0;1;0;0;0;1;1;0;0;0;0;0;0;1;40;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2143,95;1924,49;Philco (Marca);0;1;0;0;0;1;1;0;0;0;0;0;0;1;40;0;60;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2083,32;1774;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;42;0;60;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1699,49;1799,9;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;42;0;60;0;0;1;1;1;0;1;1;0;0;95,5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2099,9;2315,03;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;42;0;60;0;0;1;0;1;1;1;1;0;54;95,5;0;7,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1899,49;2119,9;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;0;0;1;43;0;60;0;0;1;0;1;0;1;0;0;0;97;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2224;1999;Philco (Marca);0;1;0;0;0;0;0;0;0;0;0;0;0;1;43;0;60;0;0;0;0;1;1;1;1;0;0;96;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3394,26;3572,9;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;1;0;1;50;1;60;1;0;1;1;1;1;1;0;0;0;111;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2502,49;2349,53;Philco (Marca);0;1;0;1;1;1;0;1;0;0;0;1;0;1;50;1;60;0;0;1;0;1;1;1;1;0;64,3;111;0;8,9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2599,99;2299,99;Philco (Marca);0;1;0;0;1;1;1;1;0;0;1;0;0;1;50;1;60;0;0;1;1;1;1;1;0;70,4;64,4;115;21,5;9,3;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;2410,82;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;1;0;1;50;0;60;1;0;1;1;1;1;1;0;64,5;0;112;7,5;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
4209,9;4209,9;Philco (Marca);0;1;0;0;1;1;0;0;0;0;0;1;0;1;55;1;60;0;0;1;0;1;0;1;0;76,8;70,8;123;21,5;9;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3699,9;;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;1;0;1;55;1;60;1;0;1;1;1;1;1;0;0;0;123;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3797,9;;Philco (Marca);0;1;0;0;0;1;1;1;0;0;0;0;1;1;55;1;60;0;0;1;1;1;1;1;1;78;72,2;124;20,4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3859,9;3999,9;Philco (Marca);0;1;0;0;1;1;1;1;0;0;0;0;0;1;55;1;60;0;0;1;0;1;1;1;1;0;70,6;123;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2994,9;2711,15;Philco (Marca);0;1;0;0;0;1;1;1;0;0;0;1;0;1;58;1;60;0;0;1;1;1;1;1;1;86;0;147;16;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3699,9;;Philco (Marca);0;1;0;0;1;1;1;0;0;0;0;0;0;1;58;1;60;0;0;1;0;1;0;1;0;80,67;0;129;23,9;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4549,9;;Philco (Marca);0;1;0;1;1;1;1;1;1;0;0;0;0;1;58;1;60;1;0;1;0;1;1;1;0;80,8;0;129;21;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4974,9;4974,9;Philco (Marca);0;1;0;0;0;0;0;1;0;0;0;0;1;1;58;0;60;0;0;1;1;1;1;1;1;81,7;76,3;130;29,9;9,8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4599,9;4599,9;Philco (Marca);0;1;0;1;1;1;1;1;0;0;0;1;0;1;65;1;60;1;0;1;1;1;1;1;1;89,6;0;146;32;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3894,99;4099,99;Philco (Marca);0;1;0;0;1;1;1;1;0;0;0;1;0;0;65;1;60;1;0;1;1;1;1;1;1;0;83;145;0;8,3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1439,9;;Philco (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;0;60;0;0;0;0;1;0;1;0;0;43,1;73;0;9,1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;1099;Philco (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;0;60;0;0;0;0;1;0;1;0;55,5;0;82;13,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;1599,45;Philco (Marca);0;0;0;0;0;0;0;0;0;0;0;0;0;1;39;0;60;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
